Page ID,Page name,Disclaimer,Amount spent (USD)
243184199040637,Caring Across Generations,Caring Across Generations,102
106568024842114,Rideshare Assault Support,Select Justice LLC,≤100
134498556891640,Val Demings,Val Demings for U.S. Senate,≤100
1669941646417657,Senior Choice Financial,Andrea Marroquin,≤100
57259033959,AARP,AARP,≤100
127225910653607,PragerU,PragerU,≤100
92925746942,Judicial Watch,Judicial Watch,≤100
100104419147228,Do Good Chicken,DO GOOD FOODS LLC,≤100
342294162453301,Planned Parenthood,Planned Parenthood Federation of America,≤100
103111815086037,Bo Hines,BO HINES FOR CONGRESS,≤100
40217893542,AIPAC,AIPAC,≤100
96935476345,Democratic Governors Association (DGA),Democratic Governors Association,≤100
104623832132932,Perry Johnson,Perry Johnson for Governor,≤100
118714808054,Mi Familia Vota,Mi Familia Vota,≤100
101431588985210,My Florida Green,FL Green Development LLC,≤100
203805062990264,Ben Shapiro,The Daily Wire,≤100
8047221596,Save the Children US,"SAVE THE CHILDREN FEDERATION, INC.",≤100
101683722427866,Steve Crowell for State Senate,Steve Crowell for Senate,≤100
101375062242163,Elect Mike Jones for Alabama Senate- District 31,Mike Jones Campaign,≤100
85452072376,Newsmax,"NEWSMAX MEDIA, INC.",≤100
186805048171120,U.S. LawShield,U.S. LawShield,≤100
106559638427204,Tina Kotek for Oregon,Friends of Tina Kotek,≤100
487571108071357,Affordable Healthcare Coalition of NC,Affordable Healthcare Coalition of NC,≤100
118617244834301,Feminist Women's Health Center - Atlanta,FEMINIST WOMENS HEALTH CENTER,≤100
237052729573,African Diaspora Film Festival (ADFF),AFRICAN DIASPORA FILM FESTIVAL,≤100
108258878290014,Stay Well Community Health Fairs,Stay Well Community Health Fairs,≤100
105576028300637,Building Back Together,Building Back Together,≤100
112907603920610,Odessa's Accountability Project,Jamie Lavon Foreman,≤100
25121889784,Texas Public Policy Foundation,Texas Public Policy Foundation,≤100
38235851310,USA for UNHCR,UNITED STATES ASSOCIATION FOR UNHCR,≤100
251350759480,Stand for Children - Tennessee,"Stand for Children, Inc",≤100
43287633515,Action for the Climate Emergency,Action for the Climate Emergency,≤100
223055747744143,Beto O'Rourke,Beto for Texas,≤100
209110785886730,Central Oregon LandWatch,Central Oregon LandWatch,≤100
108466125146296,Bruce B. Holmes For GA Senate,Holmes Bruce Barton,≤100
597598270623363,Florida Clean Energy Program,Silverback Marketing INC,≤100
109418838263843,Lew Burdette for Governor,LEWin22 For Governor,≤100
1615615415135060,Brad Raffensperger,"Brad for Georgia SOS, Inc.",≤100
387443414782721,Justin Outling,Vote Outling,≤100
109142315005828,Steve Tarvin Georgia General Assembly,Thomas Stephen Tarvin,≤100
113524421231465,Souther for Congress,"SOUTHER FOR CONGRESS, INC.",≤100
6041057841,The Humane Society of the United States,"HUMANE SOCIETY OF THE UNITED STATES, THE",≤100
112245692190744,Lubbock Professional Firefighters Association,Lubbock Professional Firefighters Association,≤100
1435071773455316,Daily Wire,The Daily Wire,≤100
18982436812,ACLU,American Civil Liberties Union,≤100
119488612069814,Connie Reguli Family Advocacy Center,Campaign to Elect Connie Reguli,≤100
347063211984370,Fed of American Hospitals,Federation of American Hospitals,≤100
104977018584065,Andrew B. Morgan for Judge,Andrew Brian Morgan,≤100
172758932738142,PhRMA,PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,≤100
673117639774135,Gretchen Whitmer,Gretchen Whitmer for Governor,≤100
640358026055800,Utah Public Lands Policy Coordinating Office,Utah Public Lands Policy Coordinating Office,≤100
8047221596,Save the Children US,These ads ran without a disclaimer,≤100
201470373308396,BMO Harris Bank,BMO Harris Bank,≤100
101875308764837,Devon Holder for Prosecuting Attorney,Devon Nathaniel Holder,≤100
1963834227223718,Britt Raybould for Idaho,Britt Raybould for Idaho,≤100
259414953192,Tom Whatley,FRIENDS OF TOM WHATLEY,≤100
100355641797622,"Great Leaders, Strong Schools",Great Leaders Strong Schools,≤100
108774614054683,American Edge Project,American Edge,≤100
6240652407,Young America's Foundation,YOUNG AMERICA'S FOUNDATION INC,≤100
102365161385138,Vernon Jones For Congress,Friends of Vernon Jones,≤100
252847431463228,Reelect State Senator Bob Ballinger,Reelect State Senator Bob Ballinger,≤100
109111900634787,Reverend Raphael Warnock,WARNOCK FOR GEORGIA,≤100
1396261813981340,Senator James Sturch,Sturch for State Senate,≤100
105954131625978,South Dade Logistics and Technology District,Coral Rock Development Group,≤100
96935476345,Democratic Governors Association (DGA),"Democratic Action, democraticgovernors.org, not authorized by any candidate or candidate's committee.",≤100
109160344771035,NC Moves Coalition,NC Moves Coalition,≤100
515160855534095,Judge Debra Jones,Judge Debra Jones Campaign,≤100
541940479160888,Great Schools Clean Streams,Water Words That Work LLC,≤100
20787991568,Senate Democrats,DSCC,≤100
43331029144,U of A Professional and Workforce Development,University of Arkansas Global Campus,≤100
367292494407,AJC - American Jewish Committee,AMERICAN JEWISH COMMITTEE,≤100
32682889528,U.S. Chamber of Commerce,The U.S. Chamber of Commerce,≤100
101075498964901,Value Them Both,"Value Them Both, Julie Samaniego, Treasurer",≤100
107831749237075,EBONY,EBONY MEDIA GROUP,≤100
104760636770,Vera Institute of Justice,"VERA INSTITUTE OF JUSTICE, INC.",≤100
1175880392425033,Dave Hall for State Representative District 62,Friends of Dave Hall,≤100
121626482110,Operation Smile,OPERATION SMILE,≤100
109514401622885,Sarah Neibart for Morris County Commissioner,Neibart for Morris County,≤100
11111618026,Union of Concerned Scientists,"UNION OF CONCERNED SCIENTISTS, INC.",≤100
101497941620428,MolinaCares,The MolinaCares Accord,≤100
101409775845598,Marie Manning for State School Board - District 6,Marie Manning Campaign,≤100
570092813023833,Matt Walsh,The Daily Wire,≤100
108562608388715,"Ben Stewart, Georgetown City Council District 7",Stewart for Georgetown,≤100
100754085901967,Lance Bell for Senate District 11,FRIENDS FOR LANCE BELL,≤100
114301413446447,The Climate Initiative,Kennebunkport Climate Initiative,≤100
102414548908496,Nick Black for Chancellor - 4th and 5th Judicial Districts,Committee to Elect Nick Black,≤100
149111148441167,Law Center For Social Security Rights,LAW CENTER FOR SOCIAL SECURITY RIGHTS,≤100
7030901126,Campaign for Tobacco-Free Kids,TOBACCO-FREE KIDS ACTION FUND,≤100
1402765036605307,Mayor Mitch Colvin,Committee to Elect Mitch Colvin,≤100
109544781549358,David Glasheen for State Representative HD 84,David Glasheen Campaign,≤100
8934429638,Planned Parenthood Action,Planned Parenthood Action Fund,≤100
443759879166685,State Representative Josh Miller,Miller for State Rep,≤100
1992102714364397,Jason For Georgia,Jason For Georgia,≤100
431529037057832,"Shannon Thomason:  Mayor of Big Spring, Texas",Shannon Thomason Campaign,≤100
164175950965469,Black Lives Matter Michigan,Black Lives Matter Michigan,≤100
105826155175833,Aaron Smith for State Representative,Aaron R Smith,≤100
103384361855818,Keith Kelley For State Senate,Friends of Keith Kelley for Senate,≤100
940653386126953,StandingWithYou.org,Standingwithyou.org,≤100
679171239164792,Supermajority,Supermajority,≤100
