Page ID,Page name,Disclaimer,Amount spent (USD)
85452072376,Newsmax,"NEWSMAX MEDIA, INC.",719
597598270623363,Florida Clean Energy Program,Silverback Marketing INC,459
615233385183650,Bernstein Private Wealth Management,These ads ran without a disclaimer,282
108824017345866,Meta,Facebook Inc.,277
1669941646417657,Senior Choice Financial,Andrea Marroquin,205
118714808054,Mi Familia Vota,Mi Familia Vota,186
7030901126,Campaign for Tobacco-Free Kids,TOBACCO-FREE KIDS ACTION FUND,145
1470540296409810,Fair Fight Action,"Fair Fight Action, Inc.",142
122727280004511,American Freedom Tour,American Freedom Tour LLC,112
243184199040637,Caring Across Generations,Caring Across Generations,102
101431588985210,My Florida Green,FL Green Development LLC,≤100
103625265619720,Pennsylvania Works,Pennsylvania Works LLC,≤100
114301413446447,The Climate Initiative,Kennebunkport Climate Initiative,≤100
940653386126953,StandingWithYou.org,Standingwithyou.org,≤100
103739458754360,CNN+,"WarnerMedia, LLC",≤100
105175422857231,Association of American Railroads,ASSOCIATION OF AMERICAN RAILROADS,≤100
432898240078029,Oil and Gas Safety Supply & More Store,Oil & Gas Safety Supply,≤100
223055747744143,Beto O'Rourke,Beto for Texas,≤100
82106496620,AARP New York,AARP,≤100
103564197783660,Blake Harbin for Georgia,"BLAKE HARBIN FOR CONGRESS, INC.",≤100
186805048171120,U.S. LawShield,U.S. LawShield,≤100
57259033959,AARP,AARP,≤100
59826489083,SELC,SOUTHERN ENVIRONMENTAL LAW CENTER,≤100
103147688330160,Rep. Blake Moore,Office of Congressman Blake Moore,≤100
18813753280,Human Rights Campaign,"HUMAN RIGHTS CAMPAIGN, INC",≤100
211901856263434,Conservatives for a Clean Energy Future,Paid for by Conservatives for a Clean Energy Future,≤100
100467782302810,Eric Kamler For Public Service Commission,Nebraskans For Kamler,≤100
580610428636345,Fight for $15,Fight for $15,≤100
127225910653607,PragerU,PragerU,≤100
201248453800242,My Pay My Say,Mackinac Center for Public Policy,≤100
226725488089980,Gary Rabine,Rabine for Governor,≤100
102122512290176,The Toney Family,Brandon Toney For Senate,≤100
106568024842114,Rideshare Assault Support,Select Justice LLC,≤100
104554608635918,Florida Home Repair Help,"TITAN EXCLUSIVE, LLC",≤100
92925746942,Judicial Watch,Judicial Watch,≤100
108203188195224,Seniors Across America,Seniors Across America,≤100
251350759480,Stand for Children - Tennessee,"Stand for Children, Inc",≤100
128552609924,Colonel Conrad Reynolds,CONRAD REYNOLDS FOR CONGRESS,≤100
101497941620428,MolinaCares,The MolinaCares Accord,≤100
101828352266882,Lauren Heinen for District Attorney,"LCH Campaign Fund, LLC",≤100
132066233534659,Healthcare Education Project,Healthcare Education Project,≤100
124685720911870,Planned Parenthood Gulf Coast,Planned Parenthood Gulf Coast,≤100
392189600337,Minnesota Nurses Association,Minnesota Nurses Association,≤100
2251054018466682,Billy Boniface,Friends of Billy Boniface,≤100
113931764065351,Forever Essential,SEIU United Healthcare Workers West Local 2005,≤100
40217893542,AIPAC,AIPAC,≤100
302182941354,AARP Advocates,AARP,≤100
108397065096333,Mike Sodrel,FRIENDS OF MIKE SODREL,≤100
132066233534659,Healthcare Education Project,Healthcare Education Project,≤100
342294162453301,Planned Parenthood,Planned Parenthood Federation of America,≤100
945443118979935,Safe Surgery Coalition,Safe Surgery Coalition,≤100
109028667322397,John Jacob State Representative,John Jacob for State Representative,≤100
106168648211897,Charles W. Herbster,Herbster for Nebraska,≤100
2010946745801079,Jainforgov,Friends of Ashwani Jain,≤100
570680679665960,Toledo Northwest Ohio Building Trades,Northwest Ohio Building Trades,≤100
